"sequences","output"
"SELECT  DISTINCT  ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?productPublisher ?productPublishDate ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?publisher ?publishDateWHERE{	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .	?offer bsbm:product ?product .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?publisher .	?offer exp:publishDate ?publishDate .	?offer rdf:type schema:Offer .	FILTER (?price < 8000 ) .}ORDER BY ?labelLIMIT 11",0
"SELECT  DISTINCT  ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?publisher ?publishDate ?label ?comment ?homepage ?country ?producerPublisher ?producerPublishDate WHERE{        ?producer rdfs:label ?label .        ?producer rdfs:comment ?comment .        ?producer foaf:homepage ?homepage .        ?producer edm:country ?country .        ?producer bsbm:publisher ?producerPublisher .        ?producer exp:publishDate ?producerPublishDate .	?offer bsbm:producer ?producer .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?publisher .	?offer exp:publishDate ?publishDate .        ?offer rdf:type schema:Offer .	FILTER (?vendor >= 50 ) .}ORDER BY ?priceLIMIT 13",0
"SELECT  DISTINCT  ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDate ?reviewerName ?mbox_sha1sum ?reviewerCountry ?reviewerPublisher ?reviewerPublishDateWHERE{  ?review rev:reviewer ?reviewer .  ?reviewer edm:country ?reviewerCountry  .  ?reviewer dc:publisher ?reviewerPublisher .  ?reviewer foaf:mbox_sha1sum ?mbox_sha1sum .  ?reviewer exp:publishDate ?reviewerPublishDate .  ?reviewer foaf:name ?reviewerName .  ?reviewer a foaf:Person .  ?review bsbm:reviewDate ?reviewDate .  ?review dc:title ?title .  ?review rev:text ?text .  ?review dcterms:language ?language .  ?review bsbm:rating1 ?rating1 .  ?review bsbm:rating2 ?rating2 .  ?review bsbm:rating3 ?rating3 .  ?review bsbm:rating4 ?rating4 .  ?review dc:publisher ?publisher .  ?review exp:publishDate ?publishDate .  ?review rdf:type schema:Review .  FILTER (?reviewerCountry = ""US"") .}ORDER BY ?languageLIMIT 18",0
"SELECT  DISTINCT   ?label ?comment ?homepage ?country ?producerPublisher ?producerPublishDate ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDateWHERE{   ?producer rdfs:label ?label .   ?producer rdfs:comment ?comment .   ?producer foaf:homepage ?homepage .   ?producer edm:country ?country .   ?producer bsbm:publisher ?producerPublisher .   ?producer exp:publishDate ?producerPublishDate .   ?producer rdf:type bsbm:Producer .   ?review  bsbm:producer ?producer .   ?review bsbm:reviewDate ?reviewDate .    ?review dc:title ?title .    ?review rev:text ?text .    ?review dcterms:language ?language .    ?review bsbm:rating1 ?rating1 .    ?review bsbm:rating2 ?rating2 .    ?review bsbm:rating3 ?rating3 .    ?review bsbm:rating4 ?rating4 .    ?review dc:publisher ?publisher .    ?review exp:publishDate ?publishDate .   ?review rdf:type schema:Review .    FILTER (?rating1 < 9) .}ORDER BY ?titleLIMIT 8",1
"SELECT  DISTINCT  ?propertyNum2 ?languageWHERE{    ?product bsbm:productPropertyNumeric2 ?propertyNum2 .    ?review bsbm:reviewFor ?product .    ?review dcterms:language ?language .    ?review rdf:type schema:Review .    FILTER (?propertyNum2 <= 700) .}ORDER BY ?languageLIMIT 4",1
"SELECT  DISTINCT   ?country ?producerPublisherWHERE{   ?producer edm:country ?country .   ?producer bsbm:publisher ?producerPublisher .   ?review  bsbm:producer ?producer .   ?review rdf:type schema:Review .   FILTER (?country = ""DE"" ) .}ORDER BY ?countryLIMIT 7",1
"SELECT  DISTINCT  ?price ?deliveryDays ?label  ?productPublisher ?productPublishDateWHERE{	?product rdfs:label ?label .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .	?offer bsbm:product ?product .	?offer bsbm:price ?price .	?offer bsbm:deliveryDays ?deliveryDays .	?offer rdf:type schema:Offer .	FILTER (?deliveryDays >= 5 ) .}ORDER BY ?priceLIMIT 18",1
"SELECT  DISTINCT  ?vendor ?country  ?producerPublisherWHERE{        ?producer edm:country ?country .        ?producer bsbm:publisher ?producerPublisher .	?offer bsbm:producer ?producer .	?offer bsbm:vendor ?vendor .        ?offer rdf:type schema:Offer .        FILTER (?country = ""DE"" ) .}ORDER BY ?countryLIMIT 7",1
"SELECT  DISTINCT  ?language ?reviewerCountry WHERE{  ?review rev:reviewer ?reviewer .  ?reviewer edm:country ?reviewerCountry  .  ?reviewer a foaf:Person .  ?review dcterms:language ?language .  ?review rdf:type schema:Review .  FILTER (?language = ""en"") .}ORDER BY ?languageLIMIT 10",1
"SELECT  DISTINCT  ?producerLabel ?propertyNum1 ?propertyNum5 ?producerPublisher WHERE{	?producer rdfs:label ?producerLabel .	?producer bsbm:publisher ?producerPublisher .	?product bsbm:producer ?producer .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product rdf:type bsbm:Product .	FILTER (?propertyNum5 > 90) .}ORDER BY ?propertyNum1LIMIT 7",1
"SELECT  DISTINCT  ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?productPublisher ?productPublishDate  ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDateWHERE{    ?product rdfs:label ?label .    ?product rdfs:comment ?comment .    ?product bsbm:productPropertyNumeric1 ?propertyNum1 .    ?product bsbm:productPropertyNumeric2 ?propertyNum2 .    ?product bsbm:productPropertyNumeric3 ?propertyNum3 .    ?product bsbm:productPropertyNumeric4 ?propertyNum4 .    ?product bsbm:productPropertyNumeric5 ?propertyNum5 .    ?product bsbm:productPropertyNumeric6 ?propertyNum6 .    ?product bsbm:productPropertyTextual1 ?propertyTex1 .    ?product bsbm:productPropertyTextual2 ?propertyTex2 .    ?product bsbm:productPropertyTextual3 ?propertyTex3 .    ?product bsbm:productPropertyTextual4 ?propertyTex4 .    ?product bsbm:productPropertyTextual5 ?propertyTex5 .    ?product bsbm:productPropertyTextual6 ?propertyTex6 .    ?product dc:publisher ?productPublisher .    ?product exp:publishDate ?productPublishDate .    ?review bsbm:reviewFor ?product .    ?review bsbm:reviewDate ?reviewDate .    ?review dc:title ?title .    ?review rev:text ?text .    ?review dcterms:language ?language .    ?review bsbm:rating1 ?rating1 .    ?review bsbm:rating2 ?rating2 .    ?review bsbm:rating3 ?rating3 .    ?review bsbm:rating4 ?rating4 .    ?review dc:publisher ?publisher .    ?review exp:publishDate ?publishDate .    ?review rdf:type schema:Review .    FILTER (?propertyNum5 > 90) .    FILTER (?rating2 > 2) .}ORDER BY ?propertyNum5LIMIT 19",1
"SELECT  DISTINCT  ?producerLabel ?producerComment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?publisher ?publishDate ?label ?comment ?homepage ?country ?producerPublisher ?producerPublishDateWHERE{	?producer rdfs:label ?producerLabel .	?producer rdfs:comment ?producerComment .	?producer foaf:homepage ?homepage .	?producer edm:country ?country .	?producer bsbm:publisher ?producerPublisher .	?producer exp:publishDate ?producerPublishDate .	?product bsbm:producer ?producer .	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?publisher .	?product exp:publishDate ?publishDate .	?product rdf:type bsbm:Product .    FILTER (?propertyNum1 > 1000) .    FILTER (?label = ""ahchoo"") .}ORDER BY ?propertyNum1LIMIT 5",1
"SELECT  DISTINCT  ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?productPublisher ?productPublishDate ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?publisher ?publishDateWHERE{	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .	?offer bsbm:product ?product .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?publisher .	?offer exp:publishDate ?publishDate .	?offer rdf:type schema:Offer .	FILTER (?deliveryDays >= 5 ) .	FILTER (?publisher = 1 ) .}ORDER BY ?vendorLIMIT 4",1
"SELECT  DISTINCT  ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?publisher ?publishDate ?label ?comment ?homepage ?country ?producerPublisher ?producerPublishDate WHERE{        ?producer rdfs:label ?label .        ?producer rdfs:comment ?comment .        ?producer foaf:homepage ?homepage .        ?producer edm:country ?country .        ?producer bsbm:publisher ?producerPublisher .        ?producer exp:publishDate ?producerPublishDate .	?offer bsbm:producer ?producer .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?publisher .	?offer exp:publishDate ?publishDate .        ?offer rdf:type schema:Offer .	FILTER (?price < 8000 ) .	FILTER (?deliveryDays >= 5 ) .}ORDER BY ?validToLIMIT 4",1
"SELECT  DISTINCT  ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDate ?reviewerName ?mbox_sha1sum ?reviewerCountry ?reviewerPublisher ?reviewerPublishDateWHERE{  ?review rev:reviewer ?reviewer .  ?reviewer edm:country ?reviewerCountry  .  ?reviewer dc:publisher ?reviewerPublisher .  ?reviewer foaf:mbox_sha1sum ?mbox_sha1sum .  ?reviewer exp:publishDate ?reviewerPublishDate .  ?reviewer foaf:name ?reviewerName .  ?reviewer a foaf:Person .  ?review bsbm:reviewDate ?reviewDate .  ?review dc:title ?title .  ?review rev:text ?text .  ?review dcterms:language ?language .  ?review bsbm:rating1 ?rating1 .  ?review bsbm:rating2 ?rating2 .  ?review bsbm:rating3 ?rating3 .  ?review bsbm:rating4 ?rating4 .  ?review dc:publisher ?publisher .  ?review exp:publishDate ?publishDate .  ?review rdf:type schema:Review .  FILTER (?language = ""en"") .  FILTER (?rating1 < 9) .}ORDER BY ?textLIMIT 19",1
"SELECT  DISTINCT   ?label ?comment ?homepage ?country ?producerPublisher ?producerPublishDate ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDateWHERE{   ?producer rdfs:label ?label .   ?producer rdfs:comment ?comment .   ?producer foaf:homepage ?homepage .   ?producer edm:country ?country .   ?producer bsbm:publisher ?producerPublisher .   ?producer exp:publishDate ?producerPublishDate .   ?producer rdf:type bsbm:Producer .   ?review  bsbm:producer ?producer .   ?review bsbm:reviewDate ?reviewDate .    ?review dc:title ?title .    ?review rev:text ?text .    ?review dcterms:language ?language .    ?review bsbm:rating1 ?rating1 .    ?review bsbm:rating2 ?rating2 .    ?review bsbm:rating3 ?rating3 .    ?review bsbm:rating4 ?rating4 .    ?review dc:publisher ?publisher .    ?review exp:publishDate ?publishDate .   ?review rdf:type schema:Review .   FILTER (?country = ""DE"" ) .    FILTER (?rating2 > 2) .}ORDER BY ?countryLIMIT 5",1
"SELECT  DISTINCT  ?label ?productPublisher ?productPublishDate  ?reviewDate ?rating2 ?publisher ?publishDateWHERE{    ?product rdfs:label ?label .    ?product dc:publisher ?productPublisher .    ?product exp:publishDate ?productPublishDate .    ?review bsbm:reviewFor ?product .    ?review bsbm:reviewDate ?reviewDate .    ?review bsbm:rating2 ?rating2 .    ?review dc:publisher ?publisher .    ?review exp:publishDate ?publishDate .    ?review rdf:type schema:Review .    FILTER (?propertyNum5 > 90) .    FILTER (?rating2 > 2) .}ORDER BY ?rating2LIMIT 17",1
"SELECT  DISTINCT  ?label ?comment ?publisher ?publishDate ?producerPublisher ?producerPublishDateWHERE{	?producer rdfs:label ?label .	?producer rdfs:comment ?comment .	?producer bsbm:publisher ?producerPublisher .	?producer exp:publishDate ?producerPublishDate .	?product bsbm:producer ?producer .	?product dc:publisher ?publisher .	?product exp:publishDate ?publishDate .	?product rdf:type bsbm:Product .    FILTER (?propertyNum1 > 1000) .    FILTER (?label = ""ahchoo"") .}ORDER BY ?labelLIMIT 13",1
"SELECT  DISTINCT  ?price ?deliveryDays ?productPublisher ?productPublishDateWHERE{	?product exp:publishDate ?productPublishDate .	?product bsbm:publisher ?productPublisher .	?offer bsbm:product ?product .	?offer bsbm:price ?price .	?offer bsbm:deliveryDays ?deliveryDays .	?offer rdf:type schema:Offer .	FILTER (?price < 8000 ) .	FILTER (?deliveryDays >= 5 ) .}ORDER BY ?deliveryDaysLIMIT 3",0
"SELECT  DISTINCT  ?vendor ?country  ?producerPublisher WHERE{        ?producer edm:country ?country .        ?producer bsbm:publisher ?producerPublisher .	?offer bsbm:producer ?producer .	?offer bsbm:vendor ?vendor .        ?offer rdf:type schema:Offer .        FILTER (?country = ""DE"" ) .	FILTER (?vendor >= 50 ) .}ORDER BY ?vendorLIMIT 15",1
"SELECT  DISTINCT  ?language ?reviewerCountry WHERE{  ?review rev:reviewer ?reviewer .  ?reviewer edm:country ?reviewerCountry  .  ?reviewer a foaf:Person .  ?review dcterms:language ?language .  ?review rdf:type schema:Review .  FILTER (?reviewerCountry = ""US"") .  FILTER (?language = ""en"") .}ORDER BY ?languageLIMIT 5",1
"SELECT  DISTINCT   ?country ?publisher ?publishDate ?producerPublisher WHERE{   ?producer edm:country ?country .   ?producer bsbm:publisher ?producerPublisher .   ?review  bsbm:producer ?producer .    ?review dc:publisher ?publisher .    ?review exp:publishDate ?publishDate .   ?review rdf:type schema:Review .   FILTER (?country = ""DE"" ) .    FILTER (?publisher = 1) .}ORDER BY ?publisherLIMIT 15",1
"SELECT  DISTINCT  ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?productPublisher ?productPublishDate ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?publisher ?publishDateWHERE{	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .	?offer bsbm:product ?product .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?publisher .	?offer exp:publishDate ?publishDate .	?offer rdf:type schema:Offer .	FILTER (?price < 8000 ) .	FILTER (?deliveryDays >= 5 ) .	FILTER (?publisher = 1 ) .}ORDER BY ?propertyNum5LIMIT 16",1
"SELECT  DISTINCT  ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?publisher ?publishDate ?label ?comment ?homepage ?country ?producerPublisher ?producerPublishDate WHERE{        ?producer rdfs:label ?label .        ?producer rdfs:comment ?comment .        ?producer foaf:homepage ?homepage .        ?producer edm:country ?country .        ?producer bsbm:publisher ?producerPublisher .        ?producer exp:publishDate ?producerPublishDate .	?offer bsbm:producer ?producer .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?publisher .	?offer exp:publishDate ?publishDate .        ?offer rdf:type schema:Offer .        FILTER (?country = ""DE"" ) .	FILTER (?producerPublisher = ""1"" ) . 	FILTER (?vendor >= 50 ) .}ORDER BY ?vendorLIMIT 17",0
